Timestamp,Observation Date,Observation Time,Rip Current Activity [Balboa Ct.],Rip Current Activity [San Fernando Pl.],Rip Current Activity [Santa Clara Pl.],Balboa Ct. Rip Index,San Fernando Pl Rip Value,Santa Clara Rip Index,Balboa Ct. # of Rip Rescues:,San Fernando Pl.. # of Rip Rescues:,Santa Clara Pl.. # of Rip Rescues:,Observer ID:,Username,Statement 0,Statement 1,Statement 2,Statement 3
7/27/2018 19:13:17,7/27/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,302850,,,,,
7/28/2018 18:35:25,7/28/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,304194,,,,,
7/28/2018 18:36:00,7/28/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,2,0,304194,,,,,
8/2/2018 15:03:24,8/2/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,3,6,1,300549,,,,,
8/2/2018 18:20:43,8/2/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,2,10,0,Rich,,,,,
8/3/2018 13:46:52,8/3/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,304294,,,,,
8/3/2018 18:56:05,8/3/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,303060,,,,,
8/4/2018 15:51:06,8/4/2018,11:00 AM,"Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",3,2,2,6,20,0,304294,,,,,
8/4/2018 17:55:16,8/4/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,8,30,0,304294,,,,,
8/7/2018 21:17:54,8/7/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",3,3,2,6,12,1,jlange,,,,,
8/9/2018 18:05:44,8/9/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,2,0,302850,,,,,
8/10/2018 14:20:22,8/10/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,304194,,,,,
8/10/2018 18:21:36,8/10/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,2,0,302850,,,,,
8/11/2018 20:15:48,8/11/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,0,,,,,
8/11/2018 20:16:30,8/11/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,0,,,,,
8/16/2018 14:39:45,8/16/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,Rich,,,,,
8/16/2018 15:48:47,8/16/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,302850,,,,,
8/16/2018 19:43:57,8/16/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,302850,,,,,
8/17/2018 18:16:00,8/17/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,3,3,0,304194,,,,,
8/18/2018 15:47:56,8/18/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,302850,,,,,
8/22/2018 18:57:17,8/22/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,2,0,302850,,,,,
8/23/2018 17:18:59,8/23/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,2,0,302850,,,,,
8/23/2018 18:02:46,8/23/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,4,0,Rich,,,,,
8/24/2018 14:55:44,8/24/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,304194,,,,,
8/25/2018 16:02:47,8/25/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,302850,,,,,
8/25/2018 17:31:10,8/25/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,304194,,,,,
8/26/2018 18:45:44,8/26/2018,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,303060,,,,,
8/26/2018 18:46:29,8/26/2018,3:00 PM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,1,0,303060,,,,,
8/31/2018 14:42:21,8/31/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,Rich,,,,,
8/31/2018 18:05:00,8/31/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,Dysart,,,,,
9/1/2018 16:02:13,9/1/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",No rips present,2,2,0,0,0,0,Vander Ploeg,,,,,
9/1/2018 20:09:34,9/1/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,3,0,Rich,,,,,
9/5/2018 16:37:05,9/5/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,Rich,,,,,
9/5/2018 18:04:20,9/5/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,weatherley,,,,,
9/6/2018 14:58:16,9/6/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,Rich,,,,,
9/6/2018 18:08:28,9/6/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,weatherley,,,,,
9/9/2018 18:22:31,9/9/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,302827,,,,,
9/9/2018 18:32:53,9/9/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,302827,,,,,
9/10/2018 14:08:51,9/10/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300549,,,,,
9/11/2018 14:57:13,9/11/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,weatherley,,,,,
9/11/2018 18:00:39,9/9/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,weatherley,,,,,
9/11/2018 18:01:05,9/11/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,weatherley,,,,,
9/12/2018 14:15:05,9/12/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,weatherley,,,,,
9/12/2018 19:15:09,9/12/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,1,0,weatherley,,,,,
9/19/2018 17:32:11,9/19/2018,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,Rich,,,,,
10/11/2018 20:30:10,10/11/2018,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,Rich,,,,,
10/11/2018 20:30:35,10/11/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,Rich,,,,,
10/12/2018 20:10:36,10/12/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,0,0,249991,,,,,
10/15/2018 15:45:49,10/15/2018,11:00 AM,No rips present,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",0,1,1,0,0,0,300968,,,,,
10/15/2018 15:46:27,10/15/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,300968,,,,,
10/17/2018 17:27:05,10/17/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
10/17/2018 17:27:47,10/10/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
10/18/2018 14:57:50,10/18/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,0,0,250538,,,,,
10/21/2018 16:12:22,10/21/2018,11:00 AM,No rips present,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",0,2,2,0,0,0,300968,,,,,
10/24/2018 15:26:50,10/24/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,250538,,,,,
10/25/2018 16:45:47,10/10/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,250538,,,,,
10/26/2018 20:38:12,10/26/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,2,0,250538,,,,,
10/29/2018 17:35:32,10/29/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,300968,,,,,
10/29/2018 17:36:08,10/29/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
10/31/2018 17:43:44,10/31/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
10/31/2018 17:44:17,10/31/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Medium to strong rip currents present, will likely be hazardous to swimmers",2,3,2,0,0,0,300968,,,,,
11/3/2018 16:06:51,11/2/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,2505,,,,,
11/5/2018 13:28:00,11/4/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,3,0,300968,,,,,
11/6/2018 20:00:31,11/6/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,300968,,,,,
11/6/2018 20:01:01,11/6/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,1,300968,,,,,
11/7/2018 19:49:08,11/7/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
11/7/2018 19:49:35,11/7/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",2,2,1,0,0,0,250538,,,,,
11/8/2018 17:47:30,11/8/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
11/9/2018 14:32:51,11/8/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,250538,,,,,
11/9/2018 17:51:16,11/9/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,250538,,,,,
11/13/2018 20:03:32,11/13/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,1,2,0,0,0,300968,,,,,
11/13/2018 20:04:00,11/13/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions",1,2,3,0,0,0,300968,,,,,
11/16/2018 13:06:47,11/15/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,25538,,,,,
11/16/2018 13:07:12,11/15/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,250538,,,,,
11/16/2018 17:30:24,11/16/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",2,3,3,0,0,0,250538,,,,,
11/19/2018 14:44:57,11/19/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,1,0,300968,,,,,
11/19/2018 14:45:29,11/19/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,1,300968,,,,,
11/20/2018 15:56:14,11/20/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
11/20/2018 15:56:38,11/20/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
11/22/2018 15:11:30,11/21/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
11/22/2018 15:11:52,11/21/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,2,1,0,0,0,250538,,,,,
11/22/2018 15:12:21,11/22/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
11/23/2018 17:55:34,11/23/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,250538,,,,,
11/28/2018 19:44:07,11/27/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,300968,,,,,
11/28/2018 19:44:30,11/27/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
11/28/2018 19:44:55,11/28/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,300968,,,,,
11/28/2018 19:45:15,11/28/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,300968,,,,,
11/29/2018 16:43:06,11/29/2018,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,300968,,,,,
11/29/2018 16:43:29,11/23/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,300968,,,,,
12/3/2018 19:31:10,12/3/2018,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
12/3/2018 19:31:37,12/3/2018,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,300968,,,,,
12/8/2018 16:36:08,12/8/2018,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,250538,,,,,
12/11/2018 19:31:48,12/11/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
12/11/2018 19:32:14,12/11/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
12/12/2018 18:52:53,12/12/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
12/12/2018 18:53:13,12/12/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
12/16/2018 17:46:05,12/16/2018,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
12/16/2018 17:46:43,12/16/2018,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
12/18/2018 14:24:09,12/17/2018,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,300968,,,,,
12/18/2018 14:24:32,12/16/2018,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,300968,,,,,
1/10/2019 18:51:54,1/10/2019,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,250538,,,,,
1/13/2019 18:08:09,1/3/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
1/13/2019 18:08:39,1/13/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
1/15/2019 14:21:01,1/15/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
1/18/2019 17:53:46,1/18/2019,11:00 AM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,0,0,0,250538,,,,,
1/23/2019 18:00:22,1/23/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",1,2,2,0,0,0,300968,,,,,
1/23/2019 18:00:49,1/23/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,300968,,,,,
1/25/2019 18:24:23,1/25/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",2,3,3,0,0,0,250538,,,,,
1/25/2019 18:25:49,1/25/2019,3:00 PM,"Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions","Very strong rip currents present, hazardous conditions",3,3,3,3,0,0,250538,,,,,
2/7/2019 15:34:05,2/7/2019,11:00 AM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
2/7/2019 18:33:18,2/7/2019,3:00 PM,"Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers","Some low intensity rip currents present, may be hazardous to some swimmers",1,1,1,0,0,0,250538,,,,,
2/14/2019 19:51:21,2/14/2019,3:00 PM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,250538,,,,,
2/26/2019 20:23:42,3/26/2019,11:00 AM,No rips present,No rips present,No rips present,0,0,0,0,0,0,300968,,,,,
2/26/2019 20:24:05,2/26/2019,3:00 PM,No rips present,No rips present,No rips present,0,0,0,0,0,0,300968,,,,,
3/5/2019 11:09:00,3/4/2019,11:00 AM,"Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers","Medium to strong rip currents present, will likely be hazardous to swimmers",2,2,2,0,0,0,30968,,,,,
